1200242,Easy ESB Prichard's Double BBL,Tennessee Brew Works,Extra Special / Strong Bitter,(3.76), 6% ABV , No IBU , 211 Ratings , Added 01/29/15 ,/TNBrewWorks
1200243,Haystack Butte Golden Ale,Highlander Beer,Golden Ale,(3.59), 5.6% ABV , 24 IBU , 58 Ratings , Added 08/15/15 ,/HighlanderMan
1200244,Straffe Hendrik Brugs Tripel Bier Wild (2014),Brouwerij De Halve Maan,Belgian Tripel,(3.73), 9% ABV , No IBU ," 6,264 Ratings ", Added 04/26/14 ,/w/brouwerij-de-halve-maan/430
1200245,Bruiser Black & Blueberry Porter,Grist Iron Brewing Company,Porter - Other,(3.67), 5.5% ABV , 28 IBU , 241 Ratings , Added 08/15/15 ,/GristIronBrewingCompany
1200246,Fly By Night Porter,McMenamins,Porter - Other,(3.8), 5.68% ABV , 38 IBU , 66 Ratings , Added 08/15/15 ,/McMenamins
1200247,Barrel Aged Cranberry Sour,River Horse Brewing Co.,Sour - Ale,(3.65), No ABV , No IBU , 70 Ratings , Added 08/15/15 ,/riverhorse
1200248,Houblon Api-Hop Cidre,Cidrerie Milton,Cider - Other,(3.46), 7% ABV , No IBU , 851 Ratings , Added 04/02/14 ,/w/cidrerie-milton/27302
1200249,Blonde De Qu�bec,Ferme Brasserie Schoune,Pale Ale - Belgian,(3.12), 4.5% ABV , No IBU , 21 Ratings , Added 08/15/15 ,/FermeBrasserieSchoune
1200253,Windmill Wheat,Little Chute Brewing Company,Witbier,(3.75), No ABV , No IBU , 52 Ratings , Added 08/15/15 ,/LittleChuteBrewingCompany
1200255,Bernie's Barrelman Ale,Jacob Leinenkugel Brewing Company,Red Ale - American Amber / Red,(3.44), No ABV , No IBU ," 2,061 Ratings ", Added 05/22/13 ,/Leinenkugels
1200260,Rock City,Schubros Brewery,Red Ale - American Amber / Red,(3.44), 5.7% ABV , No IBU , 106 Ratings , Added 01/23/15 ,/Schubros_Brewery
1200261,Wood Aged Sour Peach,New Belgium Brewing Company,American Wild Ale,(4.02), 9% ABV , No IBU , 35 Ratings , Added 08/15/15 ,/NewBelgium
1200262,Amber Ale,Tap Room No. 21 Brewing,Red Ale - American Amber / Red,(3.28), 5.5% ABV , No IBU ," 8,811 Ratings ", Added 01/31/11 ,/w/tap-room-no-21-brewing/202187
1200263,Tahoe Beer,The Brewer's Cabinet,Blonde Ale,(3.37), 5.5% ABV , No IBU , 934 Ratings , Added 07/15/13 ,/TheBrewersCabinet
1200264,Lefty Lucy,Stumptown Ales,Red Ale - American Amber / Red,(3.65), 5.9% ABV , No IBU , 497 Ratings , Added 08/15/15 ,/StumptownAles
1200266,Pilot Mission,Grand Rapids Brewing Company,IPA - Session / India Session Ale,(3.45), 4.4% ABV , 51 IBU , 135 Ratings , Added 08/15/15 ,/GrandRapidsBrewingCo
1200268,Spazz Mild,Draught House Pub and Brewery,English Mild Ale,(3.58), 4% ABV , No IBU , 61 Ratings , Added 08/15/15 ,/w/draught-house-pub-and-brewery/7718
1200269,Theobroma,Dogfish Head Craft Brewery,Spiced / Herbed Beer,(3.76), 9% ABV , No IBU ," 26,690 Ratings ", Added 08/21/10 ,/dogfishbeer
1200273,Holy Citra Double IPA,Stumptown Ales,IPA - Imperial / Double,(4.04), 8.2% ABV , No IBU , 727 Ratings , Added 12/29/15 ,/StumptownAles
1200274,La Wallonia,Ferme Brasserie Schoune,Other,(2.9), No ABV , No IBU , 38 Ratings , Added 08/15/15 ,/FermeBrasserieSchoune
1200276,Horicon Session IPA,Central Waters Brewing Company,IPA - Session / India Session Ale,(3.47), 4.5% ABV , 30 IBU ," 12,955 Ratings ", Added 07/15/15 ,/CentralWatersBrewingCompany
1200277,Blue Nectar,Atwater Brewery,Lager - Vienna,(3.52), 6% ABV , 25 IBU , 69 Ratings , Added 08/15/15 ,/AtwaterBrewery
1200281,Weisse / Hefe Weisse Naturtr�b,Hacker-Pschorr,Hefeweizen,(3.69), 5.5% ABV , No IBU ," 67,983 Ratings ", Added 10/02/10 ,/HackerPschorrBrau
1200282,My 2 Cents,Loomis Basin Brewing Company,Pale Ale - American,(3.85), 5.7% ABV , 35 IBU , 18 Ratings , Added 08/15/15 ,/LoomisBasinBrewingCompany
1200285,Tramp Stamp,Clown Shoes,IPA - Belgian,(3.59), 7% ABV , 80 IBU ," 38,048 Ratings ", Added 01/31/11 ,/ClownShoes
1200286,Handcuffed In the Back Seat Wheat And Peach,Angry Chair Brewing,Witbier,(3.05), No ABV , No IBU , 10 Ratings , Added 08/15/15 ,/AngryChairBrewing
1200287,English Pale Ale,Yellowhammer Brewing,Pale Ale - English,(3.55), 4.5% ABV , No IBU , 84 Ratings , Added 08/15/15 ,/yellowhammer
1200291,Tall Ship,Garrison Brewing Company,Pale Ale - English,(3.44), 5% ABV , 14 IBU ," 3,831 Ratings ", Added 02/12/11 ,/GarrisonBrewingCompany
1200294,Shut Up Wesley Wheat With Vanilla,Intergalactic Brewing Company,Pale Wheat Ale - American,(3.76), 5.2% ABV , 18 IBU , 40 Ratings , Added 08/15/15 ,/IntergalacticBrewingCompany
1200295,Apocalypse IPA,10 Barrel Brewing Co.,IPA - American,(3.75), 6.8% ABV , 70 IBU ," 73,844 Ratings ", Added 12/04/10 ,/10BarrelBrewing
1200297,Farmhouse Collection Rye ESB,Long Trail Brewing Company,Extra Special / Strong Bitter,(3.52), 5.2% ABV , 38 IBU ," 2,021 Ratings ", Added 06/30/15 ,/longtrail
1200298,Shake Chocolate Porter,Boulder Beer Company,Porter - American,(4), 5.9% ABV , 39 IBU ," 141,811 Ratings ", Added 10/03/13 ,/BoulderBeerCompany
1200304,Boo Koo,Mother Earth Brewing Company,IPA - American,(3.82), 6.5% ABV , 58 IBU ," 28,425 Ratings ", Added 02/10/14 ,/MotherEarthBrewCo
1200305,Car Ramrod�,Meadowlark Brewing,Pilsner - Imperial / Double,(3.5), 7.7% ABV , 65 IBU , 143 Ratings , Added 08/15/15 ,/MeadowlarkBrewing
1200306,California Common,Ascension Brewing Company,California Common,(3.54), 6.4% ABV , 44 IBU , 45 Ratings , Added 08/15/15 ,/AscensionBrewingCompany
1200307,Toaster Pastry,21st Amendment Brewery,IPA - Red,(3.75), 7.6% ABV , 74 IBU ," 44,153 Ratings ", Added 08/15/15 ,/21stamendmentbrewery
1200308,Awesome Sauce,Tighthead Brewing Company,Brown Ale - American,(3.91), 9.5% ABV , 85 IBU , 444 Ratings , Added 04/09/15 ,/TightheadBrewingCompany
1200310,Chocolate Cherry Uncommon Stout,Bent River Brewing Company,Stout - American,(3.65), 5.5% ABV , 28 IBU , 36 Ratings , Added 02/14/16 ,/BentRiverBrewing
1200311,Counter Strike W/Mango,Iron Fist Brewing Co.,IPA - American,(3.4), 6.5% ABV , No IBU , 12 Ratings , Added 08/15/15 ,/IronFistBrewingCo
1200312,RAE Amber Saison,Three Palms Brewing,Saison / Farmhouse Ale,(3.51), 5% ABV , No IBU , 40 Ratings , Added 05/24/15 ,/TPB
1200313,Rebel Alliance,2kids Brewing Company,Stout - American Imperial / Double,(3.76), 10% ABV , 51 IBU , 283 Ratings , Added 05/16/14 ,/2KidsBrewing
1200315,Drop It Like It's Hop,Rock Bottom Restaurant & Brewery,Lager - IPL (India Pale Lager),(3.52), 4.9% ABV , 45 IBU , 33 Ratings , Added 08/15/15 ,/RockBottom
1200316,Czech Pilsner Kellerbier,Gordon Biersch Brewery Restaurant,Kellerbier / Zwickelbier,(3.4), 5.6% ABV , 38 IBU , 732 Ratings , Added 08/02/12 ,/GordonBierschBreweryRestaurant
1200317,Berzerker,Elevator Brewing Company,IPA - Belgian,(3.27), 6.3% ABV , No IBU , 11 Ratings , Added 08/15/15 ,/ElevatorBrewingCompany
1200318,Crom,MC Cervejaria,"Homebrew, IPA - Imperial / Double",(3.27), 7.5% ABV , 70 IBU , 107 Ratings , Added 03/04/15 ,/w/mc-cervejaria/100683
1200319,Honey Brown,Dearborn Brewing,Brown Ale - American,(3.12), No ABV , No IBU , 66 Ratings , Added 08/15/15 ,/DearbornBrewing
1200320,Red Zep,Garage Project,Pilsner - Other,(3.59), 5% ABV , No IBU , 787 Ratings , Added 08/10/15 ,/garageproject
1200323,Berliner Weisse,Brothers Brewing Company,Sour - Berliner Weisse,(3.2), 4% ABV , 4 IBU , 46 Ratings , Added 08/15/15 ,/BrothersBrewingCompany
1200324,Easy Blonde,Stumptown Ales,Blonde Ale,(3.64), 4.2% ABV , No IBU , 236 Ratings , Added 08/15/15 ,/StumptownAles
1200325,Harmonic K�lsch,Harmonic Brewing,K�lsch,(3.6), 5.8% ABV , No IBU , 807 Ratings , Added 08/15/15 ,/HarmonicBrewing
1200326,Black Hohl Son,Coin Toss Brewing,IPA - Session / India Session Ale,(3.58), 4.8% ABV , 45 IBU , 134 Ratings , Added 08/15/15 ,/CoinTossBrewing
1200327,Verruckte Stadt German Pils,Great Dane Pub & Brewing Company,Pilsner - German,(3.37), 5.25% ABV , 15 IBU ," 2,422 Ratings ", Added 08/21/10 ,/GreatDanePub
1200330,Over The Tip Top Chaga Stout,Stumptown Ales,Stout - American,(4.03), 7.9% ABV , No IBU , 55 Ratings , Added 08/15/15 ,/StumptownAles
1200332,Barrel Aged Sour Saison,Flat Rock Brew Cafe,Saison / Farmhouse Ale,(4), 7.8% ABV , No IBU , 31 Ratings , Added 08/15/15 ,/FlatRockBrewCafe
1200333,Menage Brah,Flat Tail Brewing,Saison / Farmhouse Ale,(3.56), 11% ABV , No IBU , 166 Ratings , Added 08/15/15 ,/flattailbrewing
1200336,Cappuccino Stout (High West Rye Barrel),Lagunitas Brewing Company,Stout - American Imperial / Double,(4.15), 13.1% ABV , No IBU ," 4,322 Ratings ", Added 09/30/13 ,/LagunitasBrewingCo
1200339,Leavenworth Oktoberfest Ale,Fish Brewing Company,M�rzen,(3.47), 5.5% ABV , 25 IBU ," 2,339 Ratings ", Added 05/10/11 ,/FishBrewingCompany
1200340,Leavenworth Oktoberfest Ale,Fish Brewing Company,M�rzen,(3.47), 5.5% ABV , 25 IBU ," 2,339 Ratings ", Added 05/10/11 ,/FishBrewingCompany
1200341,Pink Lemonade,Crystal Lake Brewing,Fruit Beer,(3.54), 5% ABV , 15 IBU , 13 Ratings , Added 08/15/15 ,/CrystalLakeBrewery
1200343,Red Sky At Morning (2015),Heavy Seas Beer,Saison / Farmhouse Ale,(3.78), 10% ABV , 30 IBU , 363 Ratings , Added 08/15/15 ,/heavyseasbeer
1200344,Wild Turkey Alpha Factor,Postdoc Brewing Company,IPA - American,(3.72), 6.9% ABV , 64 IBU , 29 Ratings , Added 08/15/15 ,/PostdocBrewingCompany
1200346,Cows�re Framboise,� la F�t,Sour - Berliner Weisse,(3.86), 5.4% ABV , No IBU , 624 Ratings , Added 08/15/15 ,/MicrobrasserieALaFut
1200347,2015 Replicale,Tighthead Brewing Company,Saison / Farmhouse Ale,(3.71), 5.4% ABV , 25 IBU , 114 Ratings , Added 08/15/15 ,/TightheadBrewingCompany
1200350,Kablammm!!!,Geneseo Brewing Co,IPA - American,(3.86), 7.1% ABV , No IBU , 52 Ratings , Added 08/15/15 ,/w/geneseo-brewing-co/218936
1200352,Lemony Ducket Farmhouse Ale,Dodging Duck Brewhaus,Blonde Ale,(3.67), 4.5% ABV , No IBU , 16 Ratings , Added 08/15/15 ,/DodgingDuckBrewhaus
1200354,Scattered Sun Belgian Wit,Southbound Brewing Company,Witbier,(3.57), 5.2% ABV , 15 IBU ," 14,797 Ratings ", Added 07/23/12 ,/SouthboundBrewingCompany
1200357,Chocolate Hazelnut,Tradesman Brewing Company,Brown Ale - American,(3.87), 6.2% ABV , 23 IBU , 39 Ratings , Added 08/15/15 ,/TradesmanBrewingCompany
1200359,Highside Hoppy Wheat,Columbus House Brewery,Pale Wheat Ale - American,(3.5), 6% ABV , No IBU , 66 Ratings , Added 07/16/16 ,/ColumbusHouseBrewery
1200360,Perry Pear Cider,Bull Run Cider,Cider - Other,(3.33), No ABV , No IBU , 33 Ratings , Added 08/15/15 ,/BullRunCider
1200361,Flip Switch IPA,Tin Whiskers Brewing Company,IPA - American,(3.69), 6.2% ABV , 64 IBU ," 6,450 Ratings ", Added 05/15/14 ,/TinWhiskersBrewingCo
1200364,One Year Beer,3 Freaks Brewery,Sour - Ale,(3.43), 7.5% ABV , 19 IBU , 46 Ratings , Added 06/21/15 ,/ThreeFreaksBrewery
1200365,Imperial Pumpkin Smash (2015),Crown Valley Brewing,Pumpkin / Yam Beer,(4), 10.6% ABV , 48 IBU , 714 Ratings , Added 08/15/15 ,/CrownValleyBrewing
1200366,Honey K�lsch,Rogue Ales & Spirits,K�lsch,(3.6), 5% ABV , 26 IBU ," 31,459 Ratings ", Added 05/05/14 ,/rogueales
1200367,Lavender IPA,Flying Bike Cooperative Brewery,IPA - American,(3.6), 6.5% ABV , 80 IBU , 409 Ratings , Added 08/15/15 ,/FlyingBikeCoop
1200369,Dad's Oatmeal Stout,Geaghan Brothers Brewing Co.,Stout - Oatmeal,(3.87), 5.6% ABV , 30 IBU , 341 Ratings , Added 03/16/12 ,/GeaghanBrosBrewingCo
1200370,Wise Fool IPA,Backstreet Brewery,IPA - Imperial / Double,(3.38), 6.3% ABV , No IBU , 12 Ratings , Added 08/15/15 ,/backstreetbrewery
1200372,Lime Coconut Berlinerweiss,JDub's Brewing Co.,Sour - Berliner Weisse,(3.77), 3% ABV , No IBU , 11 Ratings , Added 08/15/15 ,/JDubsBrewingCo
1200374,Old Shonie,Boese Brothers Brewing,Scottish Export Ale,(3.55), 4.5% ABV , 25 IBU , 136 Ratings , Added 08/15/15 ,/BoeseBrothersBrewing
1200375,19th Anniversary Thunderstruck IPA with Mangos and Pink Peppercorns,Stone Brewing,IPA - Imperial / Double,(3.69), 8.7% ABV , 95 IBU , 64 Ratings , Added 08/15/15 ,/StoneBrewing
1200376,Strawberry Fields,Stowe Cider,Cider - Other,(3.56), 5.5% ABV , No IBU , 720 Ratings , Added 08/15/15 ,/StoweCider
1200380,Chocolate Mint Stout,Twisted Manzanita Ales,Stout - Other,(3.87), 8% ABV , No IBU , 19 Ratings , Added 08/15/15 ,/ManzanitaBrewingCo
1200382,Patriot Porter,Boese Brothers Brewing,Porter - American,(3.6), 6.5% ABV , 45 IBU , 208 Ratings , Added 08/15/15 ,/BoeseBrothersBrewing
1200383,Crushing Tide,Black Sands,Saison / Farmhouse Ale,(3.79), 6.5% ABV , No IBU , 17 Ratings , Added 08/15/15 ,/Black_Sands
1200384,Coffee Restraint,Institution Ale Company,Brown Ale - American,(4.01), 6% ABV , No IBU , 71 Ratings , Added 08/15/15 ,/InstitutionAleCompany
1200392,Redrum Red Rye,Geneseo Brewing Co,Rye Beer,(3.51), 6.2% ABV , No IBU , 41 Ratings , Added 08/15/15 ,/w/geneseo-brewing-co/218936
1200394,90 Minute IPA,Dogfish Head Craft Brewery,IPA - Imperial / Double,(4.08), 9% ABV , 90 IBU ," 293,061 Ratings ", Added 11/08/10 ,/dogfishbeer
1200396,Mustache Rye'd,The Collective Brewing Project,Porter - American,(3.7), 5.7% ABV , 30 IBU ," 1,751 Ratings ", Added 04/13/14 ,/TheCollectiveBrewingProject
1200397,"IPA With Candied Ginger, Coriander, Lavender, Grains of Paradise, And Saffron",Stone Brewing,IPA - American,(3.48), 6.9% ABV , No IBU , 41 Ratings , Added 08/15/15 ,/StoneBrewing
1200399,Vinosynth Red (2015),Upland Brewing Company,Sour - Ale,(4.13), No ABV , No IBU , 208 Ratings , Added 08/15/15 ,/uplandbrewco
1200400,Cream Stout,St. Peter�s Brewery Co.,Stout - Milk / Sweet,(3.63), 6.5% ABV , 31 IBU ," 32,135 Ratings ", Added 08/21/10 ,/StPetersBreweryCo
1200401,"Stone IPA with Mojito Mint, Lime and Sugar Cane",Stone Brewing,IPA - American,(3.42), 6.9% ABV , No IBU , 52 Ratings , Added 08/15/15 ,/StoneBrewing
1200403,Hop Spectrum,Mt Tabor Brewing,IPA - Imperial / Double,(3.43), 8% ABV , 95 IBU , 74 Ratings , Added 08/15/15 ,/mttaborbrewing
1200404,Seven Heads,612Brew,Pilsner - Imperial / Double,(3.68), 7.9% ABV , 19 IBU , 178 Ratings , Added 08/15/15 ,/612_Brew
1200405,Livin's Easy Summer Lager,McMenamins,Lager - Pale,(2.87), 5.2% ABV , 36 IBU , 27 Ratings , Added 08/15/15 ,/McMenamins
1200407,"Go To IPA with Baobab Fruit, Rooibos Tea & Pineapple",Stone Brewing,IPA - Session / India Session Ale,(3.48), 4.5% ABV , No IBU , 30 Ratings , Added 08/15/15 ,/StoneBrewing
1200409,Blue Me,Black Hammer Brewing,Witbier,(3.64), 5.5% ABV , 13 IBU , 559 Ratings , Added 09/06/15 ,/BlackHammerBrewing
1200410,Classic Lager,Top Shelf Brewing Company,Lager - North American Adjunct,(3.03), 4.5% ABV , No IBU , 30 Ratings , Added 08/15/15 ,/TopShelfBrewingCompany
1200411,The Beer Future,Dark Sage Brewery,"Homebrew, IPA - Belgian",(4.19), 7.3% ABV , 47 IBU , 13 Ratings , Added 08/15/15 ,/w/dark-sage-brewery/220507
1200412,Nautilus,Pacific Brewing Laboratory,Saison / Farmhouse Ale,(3.59), 5.3% ABV , 18 IBU ," 1,340 Ratings ", Added 02/04/12 ,/PacBrewLab
1200413,"Stone IPA with Mojito Mint, Lime and Sugar Cane",Stone Brewing,IPA - American,(3.42), 6.9% ABV , No IBU , 52 Ratings , Added 08/15/15 ,/StoneBrewing
1200416,Gose,JoBoy's Brew Pub,Sour - Gose,(3.29), 4.5% ABV , 10 IBU , 228 Ratings , Added 08/15/15 ,/JoBoysBrewPub
1200418,Barrel Reserve�Aloha Pi�a,5 Stones Artisan Brewery,Golden Ale,(3.91), 9.6% ABV , No IBU , 333 Ratings , Added 08/15/15 ,/5StonesCraftBrewingCompany
1200422,Full Pint Smash,Last Name Brewing,Pale Ale - American,(3.47), 5% ABV , No IBU , 69 Ratings , Added 08/15/15 ,/LastNameBrewing
1200425,Snowdeer Yellow Draft,Xuelu Huangzha,Lager - American Light,(2.07), 2.5% ABV , 8 IBU , 17 Ratings , Added 08/15/15 ,/w/beijing-yanjing-brewery/2285
1200426,American Stout,Nitro,Stout - Other,(3.75), 7% ABV , 55 IBU , 86 Ratings , Added 08/15/15 ,/JoBoysBrewPub
1200432,Single Tank Series: Hoppy Pils,Four Peaks Brewing Company,Pilsner - Czech,(3.57), 5.5% ABV , 36 IBU , 229 Ratings , Added 08/05/15 ,/fourpeaksbrew
1200436,Hop Quito,Offbeat Brewing Company,English Bitter,(3.28), 5.4% ABV , No IBU , 19 Ratings , Added 08/15/15 ,/OffbeatBrewingCompany
1200437,Blueberry Ale,North Center Brewing Company,Pale Wheat Ale - American,(3.46), 6.3% ABV , No IBU , 23 Ratings , Added 08/15/15 ,/NorthCenterBrewingCompany
1200439,L'in�dite,Microbrasserie Saint-Arnould,Brown Ale - Imperial / Double,(3.34), 6.6% ABV , No IBU , 249 Ratings , Added 06/21/15 ,/w/microbrasserie-saintarnould/3578
1200444,Rye IPA,Dock Street Brewing Co.,IPA - Rye,(3.62), 6.8% ABV , 64 IBU ," 8,677 Ratings ", Added 11/25/10 ,/dockstreetbrewing
1200445,Whitewater,Great Divide Brewing Company,Pale Wheat Ale - American,(3.49), 6.1% ABV , No IBU ," 14,101 Ratings ", Added 07/11/12 ,/greatdivide
1200448,Stradivarius,Cerveza Fauna,Belgian Strong Dark Ale,(4.02), 9.5% ABV , No IBU , 192 Ratings , Added 08/15/15 ,/cervezafauna
1200449,The Whig's 10th Anniversary,Redhook Brewery,Dunkelweizen,(4.2), No ABV , No IBU , 11 Ratings , Added 08/15/15 ,/Redhook
1200454,Poison Ivy,Old Ivy Brewery & Taproom,IPA - Imperial / Double,(3.73), 9.3% ABV , 70 IBU , 144 Ratings , Added 08/15/15 ,/w/old-ivy-brewery-taproom/143356
1200455,Yamabuki Pilsner,Niseko Brewing Company,Pilsner - Other,(3.39), 4.5% ABV , No IBU , 45 Ratings , Added 08/15/15 ,/w/niseko-brewing-company/183554
1200457,Caliche,Middleton Brewing,Saison / Farmhouse Ale,(3.77), 6% ABV , No IBU , 78 Ratings , Added 08/15/15 ,/middleton
1200459,Mi Prenda Adorada,Cervecer�a Don Javier,Witbier,(2.37), No ABV , No IBU , 29 Ratings , Added 08/15/15 ,/CerveceraDonJavier
1200460,Takedown Irish Stout,Confluence Brewing Company,Stout - Irish Dry,(3.72), 4.8% ABV , 32 IBU ," 1,022 Ratings ", Added 03/12/13 ,/ConfluenceBrewingCompany
1200462,Go To IPA with Watermelon and Lemon Peel,Stone Brewing,IPA - Session / India Session Ale,(3.63), 4.5% ABV , No IBU , 34 Ratings , Added 08/15/15 ,/StoneBrewing
1200463,Alternate World,Kent Falls Brewing Co.,Sour - Gose,(3.96), 4.6% ABV , No IBU ," 3,551 Ratings ", Added 07/15/15 ,/KentFallsBrewing
1200464,Milk Dudz,Banger Brewing,Porter - Baltic,(3.69), 7.5% ABV , 31 IBU , 225 Ratings , Added 08/15/15 ,/BangerBrewing
1200465,Alba Summer Ale,Cerveceria Gracia,Pale Ale - English,(3.51), 4.5% ABV , 27 IBU , 164 Ratings , Added 08/15/15 ,/CerveceriaGracia
1200467,Slow Float IPA,McMenamins,IPA - American,(3.51), 6.32% ABV , 100 IBU , 128 Ratings , Added 07/15/16 ,/McMenamins
1200469,California Common,Grist Brewing Company,Other,(3.35), 5% ABV , No IBU , 20 Ratings , Added 08/15/15 ,/GristBrewingCompany
1200473,Eliza�,Fieldwork Brewing Company,Stout - Imperial / Double,(4.15), 10% ABV , No IBU ," 2,087 Ratings ", Added 04/24/15 ,/FieldworkBrewingCompany
1200474,Wet Hopped American Summer,Amplified Ale Works,IPA - American,(3.46), 4.2% ABV , No IBU , 86 Ratings , Added 08/15/15 ,/Amplified_Ale_Works
1200476,Juicy Melons,Block Brewing Company,Fruit Beer,(3.49), 4.8% ABV , No IBU , 133 Ratings , Added 08/16/15 ,/BlockBrewingCompany
1200477,American IPA,Manguezal,IPA - American,(3.67), 6.4% ABV , 63 IBU , 153 Ratings , Added 08/15/15 ,/Manguezal
1200480,Visionary Brew 2015 Imperial Smoked Lager,Rahr & Sons Brewing Company,Lager - Vienna,(3.59), 9.4% ABV , 23 IBU ," 1,082 Ratings ", Added 08/15/15 ,/rahrbrewing
1200483,Black,Bent Paddle Brewing Co.,Dark Ale,(3.86), 6% ABV , 35 IBU ," 11,438 Ratings ", Added 04/08/13 ,/bentpaddlebeer
1200484,Straight Outta Carmel,Flix Brewhouse,IPA - Black / Cascadian Dark Ale,(3.68), 6.8% ABV , 75 IBU , 67 Ratings , Added 08/15/15 ,/FlixBrewhouse
1200487,Hemp Wilderness White Ale,KettleHouse Brewing Company,Pale Ale - American,(3.65), 4.6% ABV , No IBU , 15 Ratings , Added 08/15/15 ,/KettlehouseBrewingCompany
1200488,Pale Pony,Laurelwood Brewing Co.,Pale Ale - American,(3.62), 5.2% ABV , 35 IBU , 280 Ratings , Added 07/28/15 ,/LaurelwoodBrewingCo
1200492,Monk-mosa,Victory Brewing Company,IPA - Triple,(3.62), 9.5% ABV , No IBU , 56 Ratings , Added 08/15/15 ,/victorybeer
1200493,Abbey Ale,Dominion Brewing Co.,Belgian Dubbel,(3.51), 7.5% ABV , No IBU ," 2,240 Ratings ", Added 02/27/14 ,/DominionBrewing
1200494,Joe's Lunchbox Banana Peanut Butter Ale,Granite Falls Brewing Company,Golden Ale,(3.73), No ABV , No IBU , 12 Ratings , Added 08/15/15 ,/GraniteFallsBrewingCompany
1200495,Bourbon Street Maple Pecan,Abita Brewing Company,Brown Ale - American,(3.67), 8.5% ABV , 18 IBU ," 11,892 Ratings ", Added 08/05/15 ,/abita
1200496,Tanline Brown w/ Molasses,SunUp Brewing Co.,Brown Ale - American,(3.74), 4.7% ABV , 17 IBU , 25 Ratings , Added 08/15/15 ,/sunupbrews
1200497,Wine Berry Saison,Two Brothers Brewing Company,Saison / Farmhouse Ale,(3.46), 5% ABV , 25 IBU , 84 Ratings , Added 08/05/15 ,/TwoBrothersBrewing
1200498,Abe's Wet Welly,Abe Erb Brewing,Cream Ale,(3.32), 3.5% ABV , 15 IBU , 52 Ratings , Added 08/15/15 ,/abe_erb_brewing
1200501,Old Rasputin,North Coast Brewing Company,Stout - Russian Imperial,(4.02), 9% ABV , 75 IBU ," 205,814 Ratings ", Added 02/15/11 ,/w/north-coast-brewing-company/919
1200502,All-colorado Pale Ale,Our Mutual Friend Brewing Company,Pale Ale - American,(3.52), 6.5% ABV , No IBU , 133 Ratings , Added 11/06/14 ,/OMFMB
1200503,Dang Summer IPA,Our Mutual Friend Brewing Company,IPA - Session / India Session Ale,(3.65), 5.5% ABV , 70 IBU , 53 Ratings , Added 07/11/15 ,/OMFMB
1200504,Gemuetlichkeit Oktoberfest (2015),Tyranena Brewing,M�rzen,(3.64), 5.5% ABV , 22 IBU , 98 Ratings , Added 08/15/15 ,/tyranena
1200505,Sam's Banana Rye Kolsch Ale,The Brew On Broadway,K�lsch,(3.84), 4.9% ABV , 22 IBU , 11 Ratings , Added 08/15/15 ,/TheBrewOnBroadway
1200507,India Pale Ale,Our Mutual Friend Brewing Company,IPA - American,(3.37), 7.1% ABV , 72 IBU , 714 Ratings , Added 07/21/12 ,/OMFMB
1200511,Hopfentea With Tropical Blend,Perennial Artisan Ales,Sour - Berliner Weisse,(3.78), 4.2% ABV , No IBU , 82 Ratings , Added 08/15/15 ,/perennialartisanales
1200515,Cherry Gose,Our Mutual Friend Brewing Company,Sour - Gose,(3.78), 5.8% ABV , 6 IBU ," 1,186 Ratings ", Added 06/26/15 ,/OMFMB
1200516,Tomato Head's Silver Anniversary Ale,Saw Works Brewing,English Mild Ale,(3.89), 5% ABV , No IBU , 97 Ratings , Added 08/15/15 ,/sawworksbrewing
1200518,Dad's Smoking Brown Ale,Our Mutual Friend Brewing Company,Smoked Beer,(3.19), 6.4% ABV , No IBU , 42 Ratings , Added 08/13/15 ,/OMFMB
1200519,Blonde Annie Blonde Ale,Great Frontier Brewing Company,Gluten-Free,(3.21), 5.2% ABV , 20 IBU , 177 Ratings , Added 08/15/15 ,/w/great-frontier-brewing-company/220787
1200521,Wild Wind: Northern Brewer,Wanderlust Brewing Company,Saison / Farmhouse Ale,(3.72), 5% ABV , No IBU , 26 Ratings , Added 08/15/15 ,/wanderlustbrewing
1200525,Pumpkin Nectar,Redstone Meadery,Mead - Other,(3.46), 8% ABV , No IBU , 296 Ratings , Added 08/30/15 ,/RedstoneMeadery
1200526,Tucson Peach Ale,1912 Brewing Company,Fruit Beer,(3.63), 5% ABV , 26 IBU , 20 Ratings , Added 08/15/15 ,/1912BrewingCo
1200528,Space Turff,Jupiter Brewing Co.,Cream Ale,(3.52), 4.5% ABV , 18 IBU , 52 Ratings , Added 05/19/16 ,/jupiter
1200529,Willy's Irish Red Mustache,Great Frontier Brewing Company,Gluten-Free,(3.48), 5.5% ABV , 22 IBU , 235 Ratings , Added 08/15/15 ,/w/great-frontier-brewing-company/220787
1200532,Drone Wars,Blue Corn Cafe and Brewery,Mead - Braggot,(3.58), 7.6% ABV , 19 IBU , 39 Ratings , Added 08/15/15 ,/BlueCornBrewery
1200533,Solana Blonde,1912 Brewing Company,Blonde Ale - Belgian Blonde / Golden,(3.33), 6.5% ABV , 28 IBU , 25 Ratings , Added 08/15/15 ,/1912BrewingCo
1200536,1234 Broad Street,The Libertine Brewing Company,Bi�re de Garde,(3.88), 7.1% ABV , No IBU , 911 Ratings , Added 08/15/15 ,/LibertinePub
1200537,P�che / P�cheresse,Brouwerij Lindemans,Lambic - Fruit,(3.59), 2.5% ABV , 10 IBU ," 38,608 Ratings ", Added 08/21/10 ,/BreweryLindemans
